SampleID,Region2,S,T,CTX,CIP
309,5,0,0,0,0
310,5,0,0,0,0
311,5,1,1,0,0
312,5,0,0,0,0
313,5,0,0,0,0
314,5,0,0,0,0
315,5,0,0,0,0
316,5,0,0,0,0
317,5,1,0,0,0
318,5,1,1,1,0
319,5,0,0,0,0
320,5,0,0,0,0
321,5,0,0,0,0
322,5,0,0,0,0
323,5,0,0,0,0
324,5,0,0,0,0
325,5,0,0,0,0
326,5,0,0,0,0
327,5,0,0,0,0
328,5,0,0,1,0
329,5,0,0,0,0
330,5,0,0,0,0
331,5,0,0,0,0
332,5,0,0,0,0
333,5,1,1,0,0
334,5,1,1,0,0
335,5,1,1,0,0
336,5,1,1,1,0
337,5,1,1,1,0
338,5,1,1,1,0
339,5,1,1,0,0
340,5,1,1,0,0
341,5,1,1,0,0
342,5,1,1,1,0
343,5,1,1,1,0
344,5,1,1,1,0
345,5,0,0,0,0
346,5,0,0,0,0
347,5,0,0,0,0
348,5,0,0,0,0
349,5,0,0,0,0
350,5,0,0,0,0
351,5,0,0,0,0
352,5,0,0,0,0
353,5,0,0,0,0
354,5,0,0,0,0
355,5,0,0,0,0
356,5,0,0,0,0
357,5,0,0,0,0
358,5,0,0,0,0
359,5,0,0,0,0
360,5,0,0,0,0
361,5,1,1,0,0
362,5,1,1,0,0
363,5,0,0,0,0
364,5,0,0,0,0
365,5,1,0,0,0
366,5,0,0,0,0
367,5,0,0,0,0
368,5,0,0,0,0
369,5,0,0,0,0
370,5,0,0,0,0
371,5,1,1,0,0
372,5,0,0,0,0
373,5,0,0,0,0
374,5,0,0,0,0
375,5,0,0,0,0
376,5,0,0,0,0
377,5,0,0,0,0
378,5,0,0,0,0
379,5,0,0,0,0
380,5,0,0,0,0
381,5,0,0,0,0
382,5,0,0,0,0
383,5,0,0,0,0
384,5,0,0,0,0
385,5,0,0,0,0
386,5,0,0,0,0
387,5,0,0,0,0
388,5,0,0,0,0
389,5,0,0,1,0
390,5,1,1,0,0
391,5,1,1,0,0
392,5,0,0,0,0
393,5,0,0,1,0
394,5,0,0,0,0
395,5,0,0,0,0
396,5,0,0,0,0
397,5,0,0,0,0
398,5,0,0,0,0
399,5,0,0,0,0
400,5,0,0,1,0
401,5,0,0,0,0
402,5,0,0,0,0
403,5,0,0,0,0
404,5,1,1,0,0
405,5,0,1,0,0
406,5,0,0,0,0
407,5,1,1,0,0
408,5,0,0,0,0
409,5,1,0,0,0
410,5,0,0,0,0
411,5,1,0,0,0
412,5,0,0,0,0
413,5,0,0,0,0
414,5,0,0,0,0
415,5,0,0,0,0
416,5,0,0,0,0
417,5,0,0,0,0
418,5,0,0,0,0
419,5,0,0,0,0
420,5,1,0,0,0
421,5,1,0,0,0
422,5,0,0,0,0
423,5,0,0,0,0
424,5,0,0,0,0
425,5,0,0,0,0
426,5,0,0,0,0
427,5,0,0,0,0
428,5,0,0,0,0
429,5,0,0,0,0
430,5,0,0,0,0
431,5,0,0,0,0
432,5,0,0,0,0
433,5,0,0,0,0
434,5,0,0,0,0
435,5,0,0,0,0
436,5,0,0,0,0
437,5,0,0,0,0
438,5,0,0,0,0
439,5,0,0,0,0
440,5,0,0,0,0
441,5,0,0,0,0
442,5,0,0,0,0
443,5,1,1,0,0
444,5,0,1,0,0
445,5,0,1,0,0
446,5,0,1,0,0
447,5,0,0,0,0
448,5,0,0,0,0
449,5,0,1,0,0
450,5,0,0,0,0
451,5,0,0,0,0
452,5,0,0,0,0
453,5,0,0,0,0
454,5,0,0,0,0
455,5,1,1,0,0
456,5,0,0,0,0
457,5,0,0,0,0
458,5,0,0,0,0
459,5,1,1,0,0
460,5,0,0,0,0
461,5,0,0,0,0
462,5,0,0,0,0
463,5,0,0,0,0
464,5,0,0,0,0
465,5,0,0,0,0
466,5,0,0,0,0
467,5,0,0,0,0
468,5,0,0,0,0
469,5,0,0,0,0
470,5,0,0,0,0
471,5,0,0,0,0
472,5,0,0,0,0
473,5,0,0,0,0
474,5,0,1,0,0
475,5,1,1,0,0
476,5,0,0,0,0
477,5,0,0,0,0
478,5,0,0,0,0
479,5,0,0,0,0
480,5,0,1,0,0
481,5,0,1,0,0
482,5,0,0,0,0
483,5,0,0,0,0
484,1,1,1,0,0
485,1,1,1,0,0
486,1,0,0,0,0
487,1,0,1,0,0
488,1,0,0,0,0
489,1,1,1,0,0
490,1,1,1,1,0
491,1,1,1,1,0
492,1,1,1,1,0
493,1,1,1,1,0
494,1,0,1,0,0
495,1,1,1,0,0
496,1,1,1,0,0
497,1,1,1,0,0
498,1,1,1,0,0
499,1,0,0,0,0
500,1,0,0,0,0
501,1,0,0,0,0
502,1,1,1,0,0
503,1,0,0,0,0
504,1,0,0,0,0
505,1,0,0,0,0
506,1,0,0,0,0
507,1,0,0,0,0
508,1,1,1,1,0
509,1,1,1,1,0
510,3,0,0,0,0
511,3,0,0,0,0
512,3,0,0,0,0
513,3,0,0,0,0
514,3,0,0,0,0
515,3,0,0,0,0
516,3,0,0,0,0
517,3,0,0,0,0
518,3,0,0,0,0
519,3,0,0,0,0
520,3,0,0,0,0
521,3,0,0,0,0
522,3,0,0,0,0
523,3,0,0,0,0
524,3,1,1,0,0
525,3,1,1,0,0
526,3,0,0,1,1
527,3,0,0,1,1
528,3,0,0,0,0
529,3,0,0,0,0
530,3,0,0,0,0
531,3,0,0,0,0
532,3,0,0,0,0
533,3,0,0,0,0
534,3,1,1,0,0
535,3,0,0,0,0
536,3,0,0,0,0
537,3,0,0,0,0
538,3,0,0,0,0
539,3,1,1,0,0
540,3,0,1,0,0
541,3,0,0,0,0
542,3,1,1,0,0
543,3,1,1,0,0
544,3,1,1,0,0
545,3,1,1,0,0
546,3,1,1,0,0
547,3,1,1,0,0
548,3,1,1,0,0
549,3,0,0,0,0
550,3,1,1,0,0
551,3,1,1,0,0
552,3,1,1,0,0
553,3,1,1,0,0
554,3,1,1,0,0
555,3,1,1,0,0
556,3,1,1,0,0
557,3,1,1,0,0
558,3,0,1,0,0
559,3,0,1,0,0
560,3,1,1,1,0
561,3,1,1,1,0
562,3,1,1,0,0
563,3,1,1,0,0
564,3,0,1,0,0
565,3,0,1,0,0
566,3,1,1,1,0
567,3,1,1,0,0
568,3,0,0,0,0
569,3,0,0,0,0
570,3,1,1,0,0
571,3,1,1,0,0
572,3,1,1,0,0
573,3,1,1,1,0
574,3,0,1,0,0
575,3,0,0,0,0
576,3,1,1,1,0
577,3,1,1,0,0
578,3,1,1,0,0
579,3,1,1,1,0
580,3,1,1,0,0
581,3,0,0,0,0
582,3,1,1,0,0
583,3,1,1,0,0
584,3,1,1,1,0
585,3,1,1,0,0
586,3,0,0,0,0
587,3,0,0,0,0
588,3,0,0,0,0
589,3,0,0,0,0
590,3,1,1,0,0
591,3,1,1,0,0
592,3,1,1,0,0
593,3,1,1,0,0
594,3,1,1,0,0
595,3,0,0,0,0
596,3,1,1,0,0
597,3,1,1,0,0
598,3,1,1,0,0
599,3,1,1,0,0
600,3,0,0,0,0
601,3,0,1,0,0
602,3,1,1,0,0
603,3,1,1,0,0
604,3,1,1,0,0
605,3,1,1,0,0
606,4,0,0,0,0
607,4,0,0,0,0
608,4,0,0,0,0
609,4,0,0,0,0
610,4,0,0,0,0
611,4,0,0,0,0
612,4,0,0,0,0
613,4,0,0,0,0
614,4,0,1,0,0
615,4,0,1,0,0
616,4,0,0,0,0
617,4,0,0,0,0
618,4,0,0,0,0
619,4,0,0,0,0
620,4,0,0,0,0
621,4,0,0,0,0
622,4,0,0,0,0
623,4,0,0,0,0
624,4,0,0,0,0
625,4,0,0,0,0
626,4,0,0,0,0
627,4,0,0,0,0
628,4,0,0,0,0
629,4,0,0,0,0
630,4,0,0,0,0
631,4,0,0,0,0
632,4,0,0,0,0
633,4,0,0,0,0
634,4,0,0,1,0
635,4,0,0,1,0
636,4,0,0,0,0
637,4,0,0,1,0
638,4,1,1,0,0
639,4,1,1,0,0
640,4,0,0,1,0
641,4,0,0,0,0
642,4,0,0,0,0
643,4,0,0,0,0
644,2,0,0,0,0
645,2,0,0,0,0
646,2,0,0,0,0
647,2,0,0,0,0
648,2,0,0,0,0
649,2,0,0,0,0
650,2,0,0,0,0
651,2,1,0,0,0
652,2,1,1,1,0
653,2,1,1,1,0
654,2,1,1,0,0
655,2,1,0,0,0
656,2,1,0,0,0
657,2,1,0,0,0
658,2,1,0,0,0
659,2,1,0,0,0
660,2,1,0,0,0
661,2,0,0,0,0
662,2,0,0,0,0
663,2,0,0,0,0
664,3,0,0,0,0
665,3,0,0,0,0
666,3,0,0,0,0
667,3,0,0,0,0
668,3,0,0,0,0
669,3,0,0,0,0
670,3,0,1,0,0
671,3,0,0,0,0
672,3,1,1,0,0
673,3,0,1,0,0
674,3,1,1,0,0
675,3,1,1,0,0
676,3,0,0,0,0
677,3,0,0,0,0
678,3,1,1,0,0
679,3,1,1,0,0
680,3,1,1,0,0
681,3,0,0,0,0
682,3,0,0,0,0
683,3,0,0,0,0
684,3,0,0,0,0
685,3,0,0,0,0
686,3,0,0,0,0
687,3,0,0,0,0
688,3,0,0,0,0
689,3,0,0,0,0
690,3,0,0,0,0
691,3,0,0,0,0
692,3,0,0,1,0
693,3,0,0,0,0
694,3,0,0,1,0
695,3,0,0,1,0
696,3,0,0,0,0
697,3,0,0,0,0
698,3,0,0,0,0
699,3,0,0,0,0
700,3,0,0,0,0
701,3,0,0,0,0
702,3,0,0,0,0
703,3,0,0,0,0
704,3,0,0,0,0
705,3,0,0,0,0
706,3,0,0,0,0
707,3,0,0,0,0
708,3,0,0,0,0
709,3,0,0,0,0
710,3,0,0,0,0
711,3,0,0,0,0
712,3,0,0,0,0
713,3,0,0,0,0
714,3,0,0,0,0
715,3,0,0,0,0
716,3,1,1,0,0
717,3,0,0,0,0
718,3,0,0,0,0
719,3,1,1,0,0
720,3,0,1,0,0
721,3,1,1,0,0
722,3,1,1,0,0
723,3,1,1,0,0
724,3,1,1,0,0
725,3,0,1,0,0
726,4,0,0,0,0
727,4,0,0,0,0
728,4,0,0,0,0
729,4,0,0,0,0
730,4,1,0,0,0
731,4,1,0,0,0
732,4,1,0,0,0
733,4,0,0,0,0
734,4,0,0,0,0
735,4,1,0,0,0
736,4,1,0,0,0
737,4,1,0,0,0
738,4,1,0,0,0
739,4,1,0,0,0
740,4,1,0,0,0
741,4,1,0,0,0
742,4,0,0,0,0
743,4,0,0,0,0
744,4,0,0,0,0
745,4,0,0,0,0
746,4,0,0,0,0
747,4,0,0,0,0
748,4,0,0,0,0
749,4,0,0,0,0
750,4,0,0,0,0
751,4,0,0,0,0
752,4,0,0,0,0
753,4,1,1,0,0
754,4,1,1,0,0
755,4,1,1,0,0
756,4,1,1,0,0
757,4,0,0,0,0
758,4,1,1,0,0
759,4,0,0,0,0
760,4,0,0,0,0
761,4,0,0,0,0
762,4,0,0,0,0
763,1,0,0,0,0
764,1,0,0,0,0
765,1,1,0,0,0
766,1,0,0,0,0
767,1,0,0,0,0
768,1,0,0,0,0
769,1,0,0,0,0
770,1,0,0,0,0
771,1,0,0,0,0
772,1,0,0,0,0
773,1,0,0,0,0
774,1,0,0,0,0
775,1,1,1,0,0
776,1,0,0,0,0
777,1,0,0,0,0
778,1,0,0,0,0
779,5,0,1,0,0
780,5,0,1,0,0
781,5,0,0,0,0
782,5,0,0,0,0
783,5,1,0,0,0
784,5,1,0,0,0
785,5,0,0,0,0
786,5,0,0,0,0
787,5,0,0,0,0
788,5,0,0,0,0
789,5,1,1,0,0
790,5,0,0,0,0
791,5,1,0,0,0
792,5,1,1,0,0
793,5,1,1,0,0
794,5,0,1,0,0
795,5,0,0,0,0
796,5,1,1,0,0
797,5,1,0,0,0
798,5,1,0,0,0
799,5,1,1,0,0
800,5,1,1,0,0
801,5,1,0,0,0
802,5,1,0,0,0
803,5,1,0,0,0
804,5,1,0,0,0
805,5,0,0,0,0
806,5,0,0,0,0
807,5,1,0,0,0
808,5,1,0,0,0
809,5,1,0,0,0
810,5,1,0,0,0
811,1,0,0,0,0
812,1,0,0,0,0
813,1,0,0,0,0
814,1,0,0,0,0
815,1,0,0,0,0
816,1,0,1,0,0
817,1,0,0,0,0
818,1,0,0,0,0
819,1,0,0,0,0
820,1,1,0,0,0
821,1,0,0,0,0
822,1,0,0,0,0
823,1,0,0,0,0
824,1,0,0,0,0
825,1,0,0,0,0
826,1,0,0,0,0
827,1,0,0,0,0
828,1,0,0,0,0
829,1,0,0,0,0
830,1,0,0,0,0
831,1,0,0,0,0
832,1,0,0,0,0
833,1,0,0,0,0
834,1,0,0,0,0
835,1,1,1,0,0
836,1,1,1,0,0
837,1,1,1,0,0
838,1,1,1,0,0
839,1,0,1,0,0
840,1,0,1,0,0
841,1,1,1,0,0
842,1,1,1,0,0
843,1,0,1,0,0
844,1,0,1,0,0
845,1,0,1,0,0
846,1,0,1,0,0
847,1,1,1,0,0
848,1,1,1,0,0
849,1,0,0,0,0
850,1,0,0,0,0
851,1,0,0,0,0
852,1,0,0,0,0
853,1,0,1,0,0
854,1,0,1,0,0
855,1,0,0,0,0
856,1,0,0,0,0
857,1,0,1,0,0
858,1,0,0,0,0
859,1,1,1,0,0
860,1,0,0,0,0
861,1,0,0,0,0
862,1,0,0,0,0
863,1,0,0,0,0
864,1,0,0,0,0
865,1,0,0,0,0
866,1,0,0,0,0
867,1,0,0,0,0
868,1,0,0,0,0
869,1,0,0,0,0
870,1,0,0,0,0
871,1,0,0,0,0
872,1,0,0,0,0
873,1,1,1,0,0
874,1,1,1,0,0
875,1,0,0,0,0
876,1,0,0,0,0
877,1,1,1,0,0
878,1,1,1,0,0
879,1,1,1,0,0
880,1,1,1,0,0
881,1,0,1,0,0
882,1,1,1,0,0
883,1,0,0,0,0
884,1,0,0,0,0
885,1,0,1,1,0
886,1,0,1,1,0
887,1,0,1,1,0
888,1,0,1,1,0
889,1,0,0,0,0
890,1,0,0,0,0
891,1,0,0,0,0
892,1,0,0,0,0
893,1,0,0,0,0
894,1,0,0,0,0
895,1,0,0,0,0
896,1,0,0,0,0
897,1,1,1,0,0
898,1,1,1,0,0
899,1,1,1,1,0
900,1,1,1,1,0
901,1,1,1,0,0
902,1,1,1,0,0
903,1,0,1,0,0
904,1,0,1,0,0
905,1,0,1,0,0
906,1,0,1,0,0
907,1,1,1,0,0
908,1,1,1,0,0
909,1,0,1,0,0
910,1,0,1,0,0
911,1,0,1,0,0
912,1,1,1,1,0
913,1,0,0,0,0
914,1,0,0,0,0
915,1,0,1,0,0
916,1,1,1,0,0
917,1,0,1,0,0
918,1,0,0,0,0
919,1,0,0,0,0
920,1,0,0,0,0
921,1,0,1,0,0
922,1,0,1,0,0
923,1,1,1,0,0
924,1,1,1,0,0
925,1,0,0,0,0
926,1,0,0,0,0
927,1,0,0,0,0
928,1,1,1,0,0
929,1,1,1,0,0
930,1,1,1,0,0
931,1,1,1,0,0
932,1,1,1,0,0
933,1,0,0,0,0
934,1,1,1,0,0
935,1,1,1,0,0
936,1,1,1,0,0
937,1,0,0,0,0
938,1,0,0,0,0
939,1,1,1,1,0
940,1,1,1,0,0
941,1,1,1,0,0
942,1,1,1,0,0
943,1,1,1,0,0
944,1,0,0,0,0
945,1,1,1,0,0
946,1,1,1,0,0
947,1,1,1,0,0
948,1,0,0,0,0
949,1,0,0,0,0
950,1,0,0,0,0
951,1,0,0,0,0
952,1,0,0,0,0
953,1,0,0,0,0
954,1,0,0,0,0
955,1,0,0,0,0
956,1,0,0,0,0
957,1,0,0,0,0
958,1,0,0,0,0
959,1,1,1,0,0
960,1,0,1,0,0
961,5,0,0,0,0
962,5,0,1,0,0
963,5,1,1,0,0
964,5,0,0,0,0
965,5,0,0,0,0
966,5,0,0,0,0
967,5,0,0,0,0
968,5,0,0,0,0
969,5,0,0,0,0
970,5,0,1,0,0
971,5,0,0,0,0
972,5,0,0,0,0
973,5,0,0,0,0
974,5,0,0,0,0
975,5,0,0,0,0
976,5,1,0,0,0
977,5,0,0,0,0
978,5,0,0,0,0
979,5,0,0,0,0
980,5,0,0,0,0
981,5,0,0,0,0
982,5,0,0,0,0
983,5,1,0,0,0
984,5,1,0,0,0
985,5,0,0,0,0
986,5,0,0,0,0
987,5,0,0,0,0
988,5,0,0,0,0
989,5,1,1,0,0
990,5,1,1,0,0
991,5,0,0,0,0
992,5,0,0,0,0
993,5,1,1,0,0
994,5,1,1,0,0
995,5,1,1,0,0
996,5,1,1,0,0
997,5,1,1,0,0
998,5,1,1,0,0
999,5,1,1,0,0
1000,5,1,1,0,0
1001,5,1,1,0,0
1002,5,0,0,0,0
1003,5,1,1,0,0
1004,5,1,1,1,0
1005,5,1,1,1,0
1006,5,1,1,1,0
1007,5,1,1,1,0
1008,5,0,0,0,0
1009,5,0,0,0,0
1010,5,1,1,0,0
1011,5,1,1,0,0
1012,5,1,1,0,0
1013,5,1,1,0,0
1014,5,0,0,0,0
1015,5,0,0,0,0
1016,5,1,1,0,0
1017,5,1,1,0,0
1018,5,1,1,0,0
1019,5,1,1,0,0
1020,5,0,0,0,0
1021,5,0,0,0,0
1022,5,1,1,0,0
1023,5,1,1,0,0
1024,5,1,1,0,0
1025,5,1,1,0,0
1026,5,0,0,0,0
1027,5,0,0,0,0
1028,5,0,0,0,0
1029,5,0,0,0,0
1030,5,0,0,0,0
1031,5,0,0,0,0
1032,5,0,0,0,0
1033,5,0,0,0,0
1034,5,0,0,0,0
1035,5,0,0,0,0
1036,5,0,1,0,0
1037,5,0,1,0,0
1038,5,1,1,0,1
1039,5,0,0,0,0
1040,5,0,0,0,0
1041,5,0,0,0,0
1042,5,0,0,0,0
1043,5,0,0,0,0
1044,5,0,0,0,0
1045,5,1,1,0,0
1046,5,0,0,0,0
1047,5,0,1,0,0
1048,5,0,0,0,0
1049,5,0,1,0,0
1050,5,0,1,0,0
1051,5,0,0,0,0
1052,5,0,0,0,0
1053,5,0,1,0,0
1054,5,0,1,0,0
1055,5,0,1,0,0
1056,5,1,1,0,0
1057,5,0,1,0,0
1058,5,0,0,0,0
1059,5,0,1,0,0
1060,5,0,1,0,0
1061,5,0,0,0,0
1062,1,0,0,0,0
1063,1,0,0,0,0
1064,1,0,0,0,0
1065,1,0,0,0,0
1066,1,0,0,0,0
1067,1,0,0,0,0
1068,1,0,0,0,0
1069,1,0,0,0,0
1070,1,0,0,0,0
1071,1,0,0,0,0
1072,1,0,0,0,0
1073,1,0,0,0,0
1074,1,0,0,0,0
1075,1,0,0,0,0
1076,1,0,0,0,0
1077,1,0,0,0,0
1078,1,0,0,0,0
1079,1,0,0,0,0
1080,1,0,0,0,0
1081,1,1,1,0,0
1082,1,1,1,0,0
1083,1,1,1,0,0
1084,1,0,0,0,0
1085,1,1,1,0,0
1086,1,0,0,0,0
1087,1,1,1,0,0
1088,1,0,0,0,0
1089,1,0,1,0,0
1090,1,0,1,0,0
1091,1,0,1,0,0
1092,5,0,0,0,0
1093,5,0,0,0,1
1094,5,0,0,0,0
1095,5,0,0,0,0
1096,5,0,0,0,0
1097,5,0,0,0,0
1098,5,0,0,0,0
1099,5,0,0,0,0
1100,5,1,0,0,0
1101,5,1,0,0,0
1102,5,1,1,0,0
1103,5,0,0,0,0
1104,5,0,0,0,0
1105,5,0,0,0,0
1106,5,0,0,0,0
1107,5,1,0,0,0
1108,5,0,0,0,0
1109,5,1,0,0,0
1110,5,0,0,0,0
1111,5,1,1,0,0
1112,5,1,1,0,0
1113,5,1,1,0,0
1114,5,1,0,0,0
1115,5,1,1,0,0
1116,5,1,1,0,0
1117,5,1,1,0,0
1118,5,1,1,0,0
1119,5,0,0,0,0
1120,5,0,0,0,0
1121,5,0,0,0,0
1122,5,0,0,0,0
1123,5,1,1,0,0
1124,5,0,0,0,0
1125,5,1,0,0,0
1126,5,1,0,0,0
1127,5,1,0,1,0
1128,5,1,0,1,0
1129,5,1,0,0,0
1130,5,1,1,0,0
1131,5,1,0,1,0
1132,5,1,0,1,0
1133,5,1,0,1,0
1134,5,1,0,0,0
1135,5,1,1,0,0
1136,5,1,1,0,0
1137,5,1,0,1,0
1138,5,1,0,1,0
1139,5,1,0,1,0
1140,5,1,0,0,0
1141,5,1,1,0,0
1142,5,1,1,0,0
1143,5,1,0,0,0
1144,5,1,0,1,0
1145,5,1,0,1,0
1146,5,1,0,0,0
1147,5,1,1,0,0
1148,5,0,0,0,0
1149,5,0,0,0,0
1150,5,1,0,1,0
